sourceid,relation,targetid
DB00796,dr-di,D014652
DB00796,dr-di,D015430
DB00796,dr-di,D015431
DB00796,dr-di,D017379
DB00796,dr-di,D018487
DB00796,dr-di,D019226
DB00796,dr-di,D020244
DB00796,dr-di,D051437
DB00796,dr-di,D056486
DB00796,dr-di,D058186
DB00966,dr-di,D000419
DB00966,dr-di,D000799
DB00966,dr-di,D001281
DB00966,dr-di,D001424
DB00966,dr-di,D002545
DB00966,dr-di,D003092
DB00966,dr-di,D003371
DB00966,dr-di,D003920
DB00966,dr-di,D003921
DB00966,dr-di,D003924
DB00966,dr-di,D003928
DB00966,dr-di,D003967
DB00966,dr-di,D004244
DB00966,dr-di,D004487
DB00966,dr-di,D005234
DB00966,dr-di,D005355
DB00966,dr-di,D005921
DB00966,dr-di,D005923
DB00966,dr-di,D006261
DB00966,dr-di,D006331
DB00966,dr-di,D006332
DB00966,dr-di,D006333
DB00966,dr-di,D006470
DB00966,dr-di,D006943
DB00966,dr-di,D006973
DB00966,dr-di,D007022
DB00966,dr-di,D007024
DB00966,dr-di,D007333
DB00966,dr-di,D007674
DB00966,dr-di,D009203
DB00966,dr-di,D009336
DB00966,dr-di,D009765
DB00966,dr-di,D011041
DB00966,dr-di,D011507
DB00966,dr-di,D013575
DB00966,dr-di,D013610
DB00966,dr-di,D014652
DB00966,dr-di,D015427
DB00966,dr-di,D015430
DB00966,dr-di,D015431
DB00966,dr-di,D017379
DB00966,dr-di,D018487
DB00966,dr-di,D024821
DB00966,dr-di,D050197
DB00966,dr-di,D051437
DB00966,dr-di,D056486
DB00966,dr-di,D058186
DB00559,dr-di,D002780
DB00559,dr-di,D005355
DB00559,dr-di,D006333
DB00559,dr-di,D006937
DB00559,dr-di,D006973
DB00559,dr-di,D006976
DB00559,dr-di,D006984
DB00559,dr-di,D007022
DB00559,dr-di,D007674
DB00559,dr-di,D008545
DB00559,dr-di,D009203
DB00559,dr-di,D011507
DB00559,dr-di,D013345
DB00559,dr-di,D015428
DB00559,dr-di,D017379
DB00559,dr-di,D018487
DB00559,dr-di,D020301
DB00559,dr-di,D051437
DB00559,dr-di,D056486
DB00439,dr-di,D001002
DB00439,dr-di,D002779
DB00439,dr-di,D006331
DB00439,dr-di,D006332
DB00439,dr-di,D006333
DB00439,dr-di,D006937
DB00439,dr-di,D006947
DB00439,dr-di,D006949
DB00439,dr-di,D008113
DB00439,dr-di,D009135
DB00439,dr-di,D009336
DB00439,dr-di,D012206
DB00439,dr-di,D013262
DB00439,dr-di,D015431
DB00439,dr-di,D018908
DB00439,dr-di,D051437
DB00439,dr-di,D056486
DB00439,dr-di,D058186
DB00439,dr-di,D064420
DB00412,dr-di,D000419
DB00412,dr-di,D000544
DB00412,dr-di,D000787
DB00412,dr-di,D001068
DB00412,dr-di,D001161
DB00412,dr-di,D001168
DB00412,dr-di,D001169
DB00412,dr-di,D001929
DB00412,dr-di,D001930
DB00412,dr-di,D001943
DB00412,dr-di,D002312
DB00412,dr-di,D002318
DB00412,dr-di,D002471
DB00412,dr-di,D002545
DB00412,dr-di,D002546
DB00412,dr-di,D003092
DB00412,dr-di,D003920
DB00412,dr-di,D003921
DB00412,dr-di,D003924
DB00412,dr-di,D003925
DB00412,dr-di,D003928
DB00412,dr-di,D003929
DB00412,dr-di,D004487
DB00412,dr-di,D005234
DB00412,dr-di,D005355
DB00412,dr-di,D006099
DB00412,dr-di,D006332
DB00412,dr-di,D006333
DB00412,dr-di,D006505
DB00412,dr-di,D006930
DB00412,dr-di,D006937
DB00412,dr-di,D006943
DB00412,dr-di,D006946
DB00412,dr-di,D006949
DB00412,dr-di,D006965
DB00412,dr-di,D006973
DB00412,dr-di,D006976
DB00412,dr-di,D007008
DB00412,dr-di,D007249
DB00412,dr-di,D007333
DB00412,dr-di,D007511
DB00412,dr-di,D007674
DB00412,dr-di,D007859
DB00412,dr-di,D008103
DB00412,dr-di,D008106
DB00412,dr-di,D008107
DB00412,dr-di,D008114
DB00412,dr-di,D008175
DB00412,dr-di,D008325
DB00412,dr-di,D008569
DB00412,dr-di,D009135
DB00412,dr-di,D009203
DB00412,dr-di,D009374
DB00412,dr-di,D009410
DB00412,dr-di,D009437
DB00412,dr-di,D009765
DB00412,dr-di,D010195
DB00412,dr-di,D011014
DB00412,dr-di,D011654
DB00412,dr-di,D013119
DB00412,dr-di,D013262
DB00412,dr-di,D013964
DB00412,dr-di,D015427
DB00412,dr-di,D015428
DB00412,dr-di,D015430
DB00412,dr-di,D017114
DB00412,dr-di,D017180
DB00412,dr-di,D017379
DB00412,dr-di,D018149
DB00412,dr-di,D018879
DB00412,dr-di,D019954
DB00412,dr-di,D020244
DB00412,dr-di,D020258
DB00412,dr-di,D024821
DB00412,dr-di,D028361
DB00412,dr-di,D050171
DB00412,dr-di,D050197
DB00412,dr-di,D055370
DB00412,dr-di,D056486
DB00412,dr-di,D065626
DB00412,dr-di,D066126
DB00950,dr-di,D005234
DB00950,dr-di,D006967
DB00950,dr-di,D011537
DB00950,dr-di,D012640
DB00950,dr-di,D013575
DB00950,dr-di,D014581
DB00950,dr-di,D014693
DB00950,dr-di,D015430
DB00950,dr-di,D016171
DB00950,dr-di,D017180
DB00950,dr-di,D050197
DB00471,dr-di,D000799
DB00471,dr-di,D001249
DB00471,dr-di,D004802
DB00471,dr-di,D007249
DB00471,dr-di,D008881
DB00471,dr-di,D010146
DB00471,dr-di,D011183
DB00471,dr-di,D013119
DB00471,dr-di,D013262
DB00471,dr-di,D013276
DB00471,dr-di,D013375
DB00471,dr-di,D014581
DB00471,dr-di,D015267
DB00471,dr-di,D056486
DB00523,dr-di,D001943
DB00523,dr-di,D006261
DB00523,dr-di,D006330
DB00523,dr-di,D008175
DB00523,dr-di,D009369
DB00523,dr-di,D009421
DB00523,dr-di,D011471
DB00523,dr-di,D011559
DB00523,dr-di,D015470
DB00523,dr-di,D018149
DB00523,dr-di,D056486
DB00533,dr-di,D000799
DB00533,dr-di,D001169
DB00533,dr-di,D001919
DB00533,dr-di,D001927
DB00533,dr-di,D002318
DB00533,dr-di,D002389
DB00533,dr-di,D002545
DB00533,dr-di,D002637
DB00533,dr-di,D002779
DB00533,dr-di,D003072
DB00533,dr-di,D003110
DB00533,dr-di,D003231
DB00533,dr-di,D003327
DB00533,dr-di,D003875
DB00533,dr-di,D004342
DB00533,dr-di,D004487
DB00533,dr-di,D004715
DB00533,dr-di,D004802
DB00533,dr-di,D005767
DB00533,dr-di,D006332
DB00533,dr-di,D006333
DB00533,dr-di,D006471
DB00533,dr-di,D006930
DB00533,dr-di,D006973
DB00533,dr-di,D007410
DB00533,dr-di,D007565
DB00533,dr-di,D007674
DB00533,dr-di,D007964
DB00533,dr-di,D008106
DB00533,dr-di,D008107
DB00533,dr-di,D009069
DB00533,dr-di,D009203
DB00533,dr-di,D009395
DB00533,dr-di,D010003
DB00533,dr-di,D010146
DB00533,dr-di,D010149
DB00533,dr-di,D011537
DB00533,dr-di,D011693
DB00533,dr-di,D012640
DB00533,dr-di,D013262
DB00533,dr-di,D013272
DB00533,dr-di,D013276
DB00533,dr-di,D013927
DB00533,dr-di,D014555
DB00533,dr-di,D014657
DB00533,dr-di,D014786
DB00533,dr-di,D015179
DB00533,dr-di,D015427
DB00533,dr-di,D015428
DB00533,dr-di,D015430
DB00533,dr-di,D015431
DB00533,dr-di,D019586
DB00533,dr-di,D020521
DB00533,dr-di,D050197
DB00533,dr-di,D051437
DB00533,dr-di,D056486
DB00533,dr-di,D058186
DB00533,dr-di,D064420
DB00967,dr-di,D001259
DB00967,dr-di,D002779
DB00967,dr-di,D005221
DB00967,dr-di,D006261
DB00967,dr-di,D009325
DB00967,dr-di,D011537
DB00967,dr-di,D014581
DB00967,dr-di,D014839
DB00967,dr-di,D014987
DB00317,dr-di,D000077192
DB00317,dr-di,D000152
DB00317,dr-di,D000230
DB00317,dr-di,D000740
DB00317,dr-di,D001749
DB00317,dr-di,D001943
DB00317,dr-di,D002289
DB00317,dr-di,D002295
DB00317,dr-di,D003110
DB00317,dr-di,D003872
DB00317,dr-di,D003875
DB00317,dr-di,D003967
DB00317,dr-di,D005909
DB00317,dr-di,D006258
DB00317,dr-di,D006332
DB00317,dr-di,D006528
DB00317,dr-di,D006976
DB00317,dr-di,D007249
DB00317,dr-di,D007680
DB00317,dr-di,D007970
DB00317,dr-di,D008175
DB00317,dr-di,D008325
DB00317,dr-di,D008654
DB00317,dr-di,D009361
DB00317,dr-di,D009362
DB00317,dr-di,D009369
DB00317,dr-di,D009503
DB00317,dr-di,D010051
DB00317,dr-di,D011014
DB00317,dr-di,D011471
DB00317,dr-di,D011658
DB00317,dr-di,D012871
DB00317,dr-di,D012878
DB00317,dr-di,D013262
DB00317,dr-di,D013921
DB00317,dr-di,D013964
DB00317,dr-di,D015179
DB00317,dr-di,D015431
DB00317,dr-di,D017563
DB00317,dr-di,D020300
DB00317,dr-di,D052016
DB00317,dr-di,D055370
DB00317,dr-di,D056486
DB00317,dr-di,D066126
DB00398,dr-di,D001943
DB00398,dr-di,D002292
DB00398,dr-di,D003329
DB00398,dr-di,D003875
DB00398,dr-di,D003967
DB00398,dr-di,D004342
DB00398,dr-di,D005076
DB00398,dr-di,D005221
DB00398,dr-di,D005767
DB00398,dr-di,D006461
DB00398,dr-di,D006501
DB00398,dr-di,D006505
DB00398,dr-di,D006528
DB00398,dr-di,D006973
DB00398,dr-di,D007680
DB00398,dr-di,D007938
DB00398,dr-di,D008113
DB00398,dr-di,D008114
DB00398,dr-di,D008545
DB00398,dr-di,D008654
DB00398,dr-di,D009361
DB00398,dr-di,D009362
DB00398,dr-di,D009369
DB00398,dr-di,D009374
DB00398,dr-di,D009389
DB00398,dr-di,D010051
DB00398,dr-di,D012871
DB00398,dr-di,D013262
DB00398,dr-di,D013274
DB00398,dr-di,D013280
DB00398,dr-di,D015179
DB00398,dr-di,D015431
DB00398,dr-di,D015464
DB00398,dr-di,D015470
DB00398,dr-di,D016889
DB00398,dr-di,D017114
DB00398,dr-di,D017674
DB00398,dr-di,D018487
DB00398,dr-di,D054038
DB01268,dr-di,D000787
DB01268,dr-di,D001145
DB01268,dr-di,D001284
DB01268,dr-di,D001847
DB01268,dr-di,D001855
DB01268,dr-di,D002292
DB01268,dr-di,D002318
DB01268,dr-di,D003967
DB01268,dr-di,D005355
DB01268,dr-di,D005767
DB01268,dr-di,D006331
DB01268,dr-di,D006332
DB01268,dr-di,D006333
DB01268,dr-di,D006461
DB01268,dr-di,D006973
DB01268,dr-di,D008133
DB01268,dr-di,D008206
DB01268,dr-di,D009336
DB01268,dr-di,D009362
DB01268,dr-di,D009369
DB01268,dr-di,D011471
DB01268,dr-di,D014839
DB01268,dr-di,D015431
DB01268,dr-di,D017114
DB01268,dr-di,D017202
DB01268,dr-di,D018487
DB01268,dr-di,D058186
DB01268,dr-di,D066126
DB00482,dr-di,D000230
DB00482,dr-di,D000544
DB00482,dr-di,D000707
DB00482,dr-di,D000787
DB00482,dr-di,D000799
DB00482,dr-di,D000855
DB00482,dr-di,D001145
DB00482,dr-di,D001168
DB00482,dr-di,D001169
DB00482,dr-di,D001247
DB00482,dr-di,D001943
DB00482,dr-di,D002292
DB00482,dr-di,D002294
DB00482,dr-di,D002318
DB00482,dr-di,D002389
DB00482,dr-di,D002543
DB00482,dr-di,D002583
DB00482,dr-di,D002769
DB00482,dr-di,D002779
DB00482,dr-di,D002780
DB00482,dr-di,D003072
DB00482,dr-di,D003110
DB00482,dr-di,D003221
DB00482,dr-di,D003231
DB00482,dr-di,D003866
DB00482,dr-di,D003875
DB00482,dr-di,D003967
DB00482,dr-di,D004195
DB00482,dr-di,D004342
DB00482,dr-di,D004487
DB00482,dr-di,D004715
DB00482,dr-di,D004802
DB00482,dr-di,D005076
DB00482,dr-di,D005355
DB00482,dr-di,D005767
DB00482,dr-di,D006073
DB00482,dr-di,D006212
DB00482,dr-di,D006261
DB00482,dr-di,D006402
DB00482,dr-di,D006470
DB00482,dr-di,D006471
DB00482,dr-di,D006930
DB00482,dr-di,D006973
DB00482,dr-di,D007022
DB00482,dr-di,D007249
DB00482,dr-di,D007565
DB00482,dr-di,D007674
DB00482,dr-di,D008107
DB00482,dr-di,D008180
DB00482,dr-di,D008325
DB00482,dr-di,D009101
DB00482,dr-di,D009203
DB00482,dr-di,D009336
DB00482,dr-di,D009361
DB00482,dr-di,D009362
DB00482,dr-di,D009369
DB00482,dr-di,D009395
DB00482,dr-di,D009422
DB00482,dr-di,D009759
DB00482,dr-di,D010003
DB00482,dr-di,D010146
DB00482,dr-di,D010149
DB00482,dr-di,D010190
DB00482,dr-di,D010437
DB00482,dr-di,D011230
DB00482,dr-di,D011471
DB00482,dr-di,D011507
DB00482,dr-di,D011537
DB00482,dr-di,D012120
DB00482,dr-di,D012640
DB00482,dr-di,D013262
DB00482,dr-di,D013274
DB00482,dr-di,D013610
DB00482,dr-di,D013927
DB00482,dr-di,D014202
DB00482,dr-di,D014581
DB00482,dr-di,D014594
DB00482,dr-di,D014786
DB00482,dr-di,D015179
DB00482,dr-di,D015430
DB00482,dr-di,D017114
DB00482,dr-di,D017285
DB00482,dr-di,D018366
DB00482,dr-di,D020246
DB00482,dr-di,D020250
DB00482,dr-di,D051437
DB00482,dr-di,D052016
DB00482,dr-di,D056486
DB00482,dr-di,D058186
DB00203,dr-di,D001281
DB00203,dr-di,D002037
DB00203,dr-di,D002543
DB00203,dr-di,D002637
DB00203,dr-di,D003328
DB00203,dr-di,D003550
DB00203,dr-di,D004415
DB00203,dr-di,D005483
DB00203,dr-di,D006261
DB00203,dr-di,D006332
DB00203,dr-di,D006333
DB00203,dr-di,D006943
DB00203,dr-di,D006946
DB00203,dr-di,D006973
DB00203,dr-di,D006976
DB00203,dr-di,D007022
DB00203,dr-di,D007172
DB00203,dr-di,D007674
DB00203,dr-di,D008881
DB00203,dr-di,D009135
DB00203,dr-di,D009202
DB00203,dr-di,D009203
DB00203,dr-di,D009325
DB00203,dr-di,D009336
DB00203,dr-di,D009374
DB00203,dr-di,D010146
DB00203,dr-di,D011014
DB00203,dr-di,D011183
DB00203,dr-di,D011317
DB00203,dr-di,D011471
DB00203,dr-di,D012640
DB00203,dr-di,D013272
DB00203,dr-di,D013345
DB00203,dr-di,D013375
DB00203,dr-di,D013610
DB00203,dr-di,D015228
DB00203,dr-di,D015428
DB00203,dr-di,D015431
DB00203,dr-di,D015746
DB00203,dr-di,D017180
DB00203,dr-di,D017202
DB00203,dr-di,D018487
DB00203,dr-di,D020018
DB00203,dr-di,D020244
DB00203,dr-di,D020521
DB00203,dr-di,D023921
DB01098,dr-di,D000419
DB01098,dr-di,D003128
DB01098,dr-di,D003925
DB01098,dr-di,D003967
DB01098,dr-di,D006505
DB01098,dr-di,D006937
DB01098,dr-di,D006949
DB01098,dr-di,D007249
DB01098,dr-di,D007565
DB01098,dr-di,D007674
DB01098,dr-di,D009135
DB01098,dr-di,D009157
DB01098,dr-di,D009203
DB01098,dr-di,D009336
DB01098,dr-di,D010146
DB01098,dr-di,D010612
DB01098,dr-di,D011507
DB01098,dr-di,D012206
DB01098,dr-di,D012640
DB01098,dr-di,D015228
DB01098,dr-di,D015428
DB01098,dr-di,D017202
DB01098,dr-di,D050171
DB01098,dr-di,D051437
DB01098,dr-di,D054058
DB01098,dr-di,D058186
DB00177,dr-di,D000419
DB00177,dr-di,D000799
DB00177,dr-di,D001281
DB00177,dr-di,D002318
DB00177,dr-di,D003324
DB00177,dr-di,D003866
DB00177,dr-di,D003921
DB00177,dr-di,D003928
DB00177,dr-di,D004195
DB00177,dr-di,D004244
DB00177,dr-di,D004487
DB00177,dr-di,D005355
DB00177,dr-di,D005921
DB00177,dr-di,D006261
DB00177,dr-di,D006332
DB00177,dr-di,D006333
DB00177,dr-di,D006947
DB00177,dr-di,D006973
DB00177,dr-di,D006974
DB00177,dr-di,D006977
DB00177,dr-di,D007674
DB00177,dr-di,D008106
DB00177,dr-di,D008133
DB00177,dr-di,D008569
DB00177,dr-di,D009202
DB00177,dr-di,D009203
DB00177,dr-di,D009400
DB00177,dr-di,D011507
DB00177,dr-di,D011658
DB00177,dr-di,D017379
DB00177,dr-di,D018487
DB00177,dr-di,D020018
DB00177,dr-di,D020257
DB00177,dr-di,D051437
DB00619,dr-di,D000015
DB00619,dr-di,D000740
DB00619,dr-di,D001008
DB00619,dr-di,D001943
DB00619,dr-di,D003967
DB00619,dr-di,D004487
DB00619,dr-di,D004802
DB00619,dr-di,D005076
DB00619,dr-di,D005910
DB00619,dr-di,D005921
DB00619,dr-di,D006319
DB00619,dr-di,D006331
DB00619,dr-di,D006333
DB00619,dr-di,D006505
DB00619,dr-di,D006996
DB00619,dr-di,D007938
DB00619,dr-di,D008103
DB00619,dr-di,D008106
DB00619,dr-di,D008107
DB00619,dr-di,D008133
DB00619,dr-di,D008654
DB00619,dr-di,D009120
DB00619,dr-di,D009325
DB00619,dr-di,D009336
DB00619,dr-di,D009362
DB00619,dr-di,D009369
DB00619,dr-di,D010523
DB00619,dr-di,D011471
DB00619,dr-di,D011507
DB00619,dr-di,D011658
DB00619,dr-di,D011693
DB00619,dr-di,D013274
DB00619,dr-di,D013964
DB00619,dr-di,D014657
DB00619,dr-di,D014839
DB00619,dr-di,D015464
DB00619,dr-di,D017114
DB00619,dr-di,D017674
DB00619,dr-di,D018487
DB00619,dr-di,D019465
DB00619,dr-di,D020520
DB00619,dr-di,D051437
DB00619,dr-di,D054198
DB00619,dr-di,D056486
DB00619,dr-di,D058186
DB01261,dr-di,D001284
DB01261,dr-di,D003924
DB01261,dr-di,D004487
DB01261,dr-di,D006943
DB01261,dr-di,D006984
DB01261,dr-di,D007249
DB01261,dr-di,D009336
DB01261,dr-di,D013262
DB01261,dr-di,D014652
DB01261,dr-di,D015431
DB01076,dr-di,D000740
DB01076,dr-di,D001247
DB01076,dr-di,D001259
DB01076,dr-di,D001284
DB01076,dr-di,D001749
DB01076,dr-di,D001930
DB01076,dr-di,D002318
DB01076,dr-di,D002543
DB01076,dr-di,D002761
DB01076,dr-di,D002769
DB01076,dr-di,D002779
DB01076,dr-di,D002780
DB01076,dr-di,D003324
DB01076,dr-di,D003327
DB01076,dr-di,D003556
DB01076,dr-di,D003866
DB01076,dr-di,D004211
DB01076,dr-di,D004342
DB01076,dr-di,D004401
DB01076,dr-di,D004417
DB01076,dr-di,D004802
DB01076,dr-di,D005355
DB01076,dr-di,D006332
DB01076,dr-di,D006333
DB01076,dr-di,D006417
DB01076,dr-di,D006463
DB01076,dr-di,D006505
DB01076,dr-di,D006937
DB01076,dr-di,D006943
DB01076,dr-di,D006949
DB01076,dr-di,D006973
DB01076,dr-di,D006976
DB01076,dr-di,D006984
DB01076,dr-di,D007022
DB01076,dr-di,D007249
DB01076,dr-di,D007565
DB01076,dr-di,D007674
DB01076,dr-di,D008106
DB01076,dr-di,D008881
DB01076,dr-di,D009135
DB01076,dr-di,D009203
DB01076,dr-di,D009220
DB01076,dr-di,D009325
DB01076,dr-di,D009336
DB01076,dr-di,D009369
DB01076,dr-di,D009404
DB01076,dr-di,D010146
DB01076,dr-di,D010523
DB01076,dr-di,D010787
DB01076,dr-di,D011507
DB01076,dr-di,D011537
DB01076,dr-di,D011658
DB01076,dr-di,D012206
DB01076,dr-di,D012640
DB01076,dr-di,D013119
DB01076,dr-di,D013262
DB01076,dr-di,D013610
DB01076,dr-di,D013733
DB01076,dr-di,D013927
DB01076,dr-di,D014652
DB01076,dr-di,D015228
DB01076,dr-di,D015428
DB01076,dr-di,D015431
DB01076,dr-di,D017114
DB01076,dr-di,D017285
DB01076,dr-di,D018908
DB01076,dr-di,D020521
DB01076,dr-di,D050171
DB01076,dr-di,D050197
DB01076,dr-di,D054058
DB01076,dr-di,D054537
DB01076,dr-di,D056486
DB01076,dr-di,D058186
DB01076,dr-di,D064420
DB00530,dr-di,D000077192
DB00530,dr-di,D000230
DB00530,dr-di,D001247
DB00530,dr-di,D002289
DB00530,dr-di,D002294
DB00530,dr-di,D003967
DB00530,dr-di,D004487
DB00530,dr-di,D005076
DB00530,dr-di,D005767
DB00530,dr-di,D005910
DB00530,dr-di,D006331
DB00530,dr-di,D006505
DB00530,dr-di,D007249
DB00530,dr-di,D008175
DB00530,dr-di,D008654
DB00530,dr-di,D009369
DB00530,dr-di,D009374
DB00530,dr-di,D011658
DB00530,dr-di,D013262
DB00530,dr-di,D015179
DB00530,dr-di,D017563
DB00530,dr-di,D052016
DB00530,dr-di,D056486
DB01224,dr-di,D001008
DB01224,dr-di,D001259
DB01224,dr-di,D001480
DB01224,dr-di,D001523
DB01224,dr-di,D001714
DB01224,dr-di,D002375
DB01224,dr-di,D002561
DB01224,dr-di,D002779
DB01224,dr-di,D002780
DB01224,dr-di,D002819
DB01224,dr-di,D003072
DB01224,dr-di,D003128
DB01224,dr-di,D003693
DB01224,dr-di,D003704
DB01224,dr-di,D003711
DB01224,dr-di,D003865
DB01224,dr-di,D003866
DB01224,dr-di,D003920
DB01224,dr-di,D004421
DB01224,dr-di,D004827
DB01224,dr-di,D005334
DB01224,dr-di,D005879
DB01224,dr-di,D006212
DB01224,dr-di,D006937
DB01224,dr-di,D006948
DB01224,dr-di,D006970
DB01224,dr-di,D007008
DB01224,dr-di,D007022
DB01224,dr-di,D007024
DB01224,dr-di,D007174
DB01224,dr-di,D007177
DB01224,dr-di,D007319
DB01224,dr-di,D007970
DB01224,dr-di,D008133
DB01224,dr-di,D009069
DB01224,dr-di,D009157
DB01224,dr-di,D009202
DB01224,dr-di,D009207
DB01224,dr-di,D009459
DB01224,dr-di,D009503
DB01224,dr-di,D009765
DB01224,dr-di,D009771
DB01224,dr-di,D010198
DB01224,dr-di,D010259
DB01224,dr-di,D010300
DB01224,dr-di,D011317
DB01224,dr-di,D011595
DB01224,dr-di,D011605
DB01224,dr-di,D011618
DB01224,dr-di,D012148
DB01224,dr-di,D012559
DB01224,dr-di,D012563
DB01224,dr-di,D012640
DB01224,dr-di,D012735
DB01224,dr-di,D012769
DB01224,dr-di,D012893
DB01224,dr-di,D013009
DB01224,dr-di,D013262
DB01224,dr-di,D013313
DB01224,dr-di,D013375
DB01224,dr-di,D015430
DB01224,dr-di,D016055
DB01224,dr-di,D016171
DB01224,dr-di,D017093
DB01224,dr-di,D017109
DB01224,dr-di,D019955
DB01224,dr-di,D019966
DB01224,dr-di,D019969
DB01224,dr-di,D019970
DB01224,dr-di,D020734
DB01224,dr-di,D020820
DB01224,dr-di,D056486
DB01224,dr-di,D062787
DB00973,dr-di,D003324
DB00973,dr-di,D006261
DB00973,dr-di,D006937
DB00973,dr-di,D006949
DB00973,dr-di,D009135
DB00973,dr-di,D009140
DB00973,dr-di,D010146
DB00973,dr-di,D011507
DB00973,dr-di,D012141
DB00973,dr-di,D012206
DB00973,dr-di,D012852
DB00973,dr-di,D015228
DB00973,dr-di,D050171
DB00973,dr-di,D050197
DB00973,dr-di,D056486
DB01254,dr-di,D000855
DB01254,dr-di,D001247
DB01254,dr-di,D001943
DB01254,dr-di,D009361
DB01254,dr-di,D009374
DB01254,dr-di,D015431
DB01254,dr-di,D015464
DB01254,dr-di,D015746
DB01254,dr-di,D056486
DB00285,dr-di,D000855
DB00285,dr-di,D001008
DB00285,dr-di,D001247
DB00285,dr-di,D001281
DB00285,dr-di,D001289
DB00285,dr-di,D001342
DB00285,dr-di,D001480
DB00285,dr-di,D001523
DB00285,dr-di,D001714
DB00285,dr-di,D002385
DB00285,dr-di,D002779
DB00285,dr-di,D003221
DB00285,dr-di,D003248
DB00285,dr-di,D003865
DB00285,dr-di,D003866
DB00285,dr-di,D004244
DB00285,dr-di,D004421
DB00285,dr-di,D004830
DB00285,dr-di,D005334
DB00285,dr-di,D005687
DB00285,dr-di,D006212
DB00285,dr-di,D006261
DB00285,dr-di,D006333
DB00285,dr-di,D006930
DB00285,dr-di,D006945
DB00285,dr-di,D006948
DB00285,dr-di,D006966
DB00285,dr-di,D006970
DB00285,dr-di,D006973
DB00285,dr-di,D007010
DB00285,dr-di,D007035
DB00285,dr-di,D007174
DB00285,dr-di,D007177
DB00285,dr-di,D007319
DB00285,dr-di,D008881
DB00285,dr-di,D009069
DB00285,dr-di,D009127
DB00285,dr-di,D009207
DB00285,dr-di,D009325
DB00285,dr-di,D009395
DB00285,dr-di,D009437
DB00285,dr-di,D009459
DB00285,dr-di,D009771
DB00285,dr-di,D010292
DB00285,dr-di,D010302
DB00285,dr-di,D011014
DB00285,dr-di,D011595
DB00285,dr-di,D011605
DB00285,dr-di,D012148
DB00285,dr-di,D012559
DB00285,dr-di,D012640
DB00285,dr-di,D012798
DB00285,dr-di,D013262
DB00285,dr-di,D013313
DB00285,dr-di,D013375
DB00285,dr-di,D013610
DB00285,dr-di,D013616
DB00285,dr-di,D013921
DB00285,dr-di,D014202
DB00285,dr-di,D014549
DB00285,dr-di,D014987
DB00285,dr-di,D016055
DB00285,dr-di,D016584
DB00285,dr-di,D017114
DB00285,dr-di,D019584
DB00285,dr-di,D019954
DB00285,dr-di,D019956
DB00285,dr-di,D019964
DB00285,dr-di,D019970
DB00285,dr-di,D020018
DB00285,dr-di,D020230
DB00285,dr-di,D020258
DB00285,dr-di,D053609
DB00285,dr-di,D056486
DB00285,dr-di,D062787
DB01193,dr-di,D000787
DB01193,dr-di,D001008
DB01193,dr-di,D001145
DB01193,dr-di,D001919
DB01193,dr-di,D003875
DB01193,dr-di,D006327
DB01193,dr-di,D006331
DB01193,dr-di,D006973
DB01193,dr-di,D007022
DB01193,dr-di,D009157
DB01193,dr-di,D013610
DB01193,dr-di,D014693
DB01193,dr-di,D017180
DB01193,dr-di,D017202
DB01193,dr-di,D018366
DB01193,dr-di,D018879
DB00316,dr-di,D000014
DB00316,dr-di,D000138
DB00316,dr-di,D000140
DB00316,dr-di,D000707
DB00316,dr-di,D000740
DB00316,dr-di,D000743
DB00316,dr-di,D000799
DB00316,dr-di,D000855
DB00316,dr-di,D000860
DB00316,dr-di,D001002
DB00316,dr-di,D001161
DB00316,dr-di,D001172
DB00316,dr-di,D001249
DB00316,dr-di,D001281
DB00316,dr-di,D001321
DB00316,dr-di,D001523
DB00316,dr-di,D001649
DB00316,dr-di,D001749
DB00316,dr-di,D001919
DB00316,dr-di,D001927
DB00316,dr-di,D001929
DB00316,dr-di,D002292
DB00316,dr-di,D002318
DB00316,dr-di,D002375
DB00316,dr-di,D002386
DB00316,dr-di,D002779
DB00316,dr-di,D003110
DB00316,dr-di,D003128
DB00316,dr-di,D003221
DB00316,dr-di,D003645
DB00316,dr-di,D003875
DB00316,dr-di,D004195
DB00316,dr-di,D004342
DB00316,dr-di,D004802
DB00316,dr-di,D004830
DB00316,dr-di,D005076
DB00316,dr-di,D005234
DB00316,dr-di,D005313
DB00316,dr-di,D005334
DB00316,dr-di,D005355
DB00316,dr-di,D005756
DB00316,dr-di,D006099
DB00316,dr-di,D006212
DB00316,dr-di,D006261
DB00316,dr-di,D006461
DB00316,dr-di,D006470
DB00316,dr-di,D006471
DB00316,dr-di,D006501
DB00316,dr-di,D006505
DB00316,dr-di,D006528
DB00316,dr-di,D006529
DB00316,dr-di,D006930
DB00316,dr-di,D006940
DB00316,dr-di,D006965
DB00316,dr-di,D006973
DB00316,dr-di,D006984
DB00316,dr-di,D007003
DB00316,dr-di,D007008
DB00316,dr-di,D007022
DB00316,dr-di,D007035
DB00316,dr-di,D007247
DB00316,dr-di,D007249
DB00316,dr-di,D007565
DB00316,dr-di,D007674
DB00316,dr-di,D007676
DB00316,dr-di,D007680
DB00316,dr-di,D007681
DB00316,dr-di,D007683
DB00316,dr-di,D007859
DB00316,dr-di,D007970
DB00316,dr-di,D008103
DB00316,dr-di,D008107
DB00316,dr-di,D008113
DB00316,dr-di,D008114
